Pl.	Dos	Nom	Club	Sx	Cat	Par cat.	5km	10km	12km	15km	Temps
4387.	1572	FRNANOTTI JULIEN	XVe ATHLETIC CLUB	Homme	M1H	421	0:24:08	0:47:31		1:12:09	1:42:14
4388.	10520	FRROUSSELOT PAULINE		Femme	SEF	320	0:24:50	0:49:00	1:01:35		1:42:14
4389.	2936	FRMASGNAUX TANGUY		Homme	SEH	2030	0:25:09	0:49:23	1:02:04	1:14:04	1:42:15
4390.	1677	FRINIZAN ENOAL	RUEIL AC	Homme	M3H	259	0:24:43	0:48:30	1:00:59	1:12:51	1:42:15
4391.	7090	FRCAMPAN ERIC		Homme	M0H	587	0:24:16	0:47:39	1:00:22	1:12:23	1:42:15
4392.	7864	FRDE CHAISEMARTIN VICTOR		Homme	SEH	2031	0:24:04	0:47:32	1:00:20	1:12:24	1:42:15
4393.	5995	FRWOJTOWICZ THIBAULT		Homme	SEH	2032	0:24:08	0:47:51	1:00:34	1:12:32	1:42:15
4394.	9883	FRPRADELLE JEANNE		Femme	ESF	8	0:25:27	0:49:00	1:01:23	1:13:13	1:42:15
4395.	10847	FRDE CHASSEY JEANNE		Femme	SEF	321	0:24:51	0:48:40	1:01:15	1:13:16	1:42:15
4396.	10426	FRHANNEBICQUE ELISE		Femme	SEF	322	0:23:01	0:45:25		1:13:12	1:42:16
4397.	7387	FRTARJON ADRIEN		Homme	SEH	2033	0:24:27	0:48:04	1:00:36	1:12:26	1:42:16
4398.	12408	FRPASQUIER AUDREY		Femme	M2F	29	0:25:27	0:49:33	1:01:47	1:13:40	1:42:16
4399.	1673	FRDETIGE THÉO	PARIS SPORT CLUB	Homme	SEH	2034	0:24:17	0:47:30	0:59:59	1:11:54	1:42:16
4400.	11115	FRFUSIBET CAROLINE	MBDA SPORT ATHLETISME	Femme	M1F	29	0:24:37	0:48:21	1:00:44	1:12:32	1:42:16
4401.	5950	FRBRUHAT JOHNNY		Homme	SEH	2035	0:24:38	0:48:12	1:00:32		1:42:16
4402.	10110	FRPOURCHER CATHERINE		Femme	M3F	20	0:24:40	0:48:15	1:00:46	1:12:40	1:42:17
4403.	902	FRGRALL XAVIER		Homme	M0H	588	0:25:21	0:48:44	1:01:03	1:12:43	1:42:17
4404.	6037	FRCHAMBON STANISLAS		Homme	M1H	422	0:25:27	0:49:25	1:02:11	1:14:09	1:42:17
4405.	8109	FRDU CRAY GASPARD		Homme	SEH	2036	0:24:53	0:48:52	1:01:16	1:13:05	1:42:17
4406.	11712	FRBARBEY CHARLOTTE		Femme	SEF	323	0:24:21	0:48:22	1:01:17	1:13:29	1:42:18
4407.	5237	FRPEINIAU ETIENNE		Homme	M1H	423	0:24:37	0:48:27	1:00:53	1:12:38	1:42:18
4408.	1680	FRBERTIN ANTOINE		Homme	M1H	424	0:23:44	0:47:13	0:59:55	1:11:59	1:42:18
4409.	5238	FRBOSSARD SEBASTIEN		Homme	M1H	425	0:24:37	0:48:25	1:00:52	1:12:43	1:42:18
4410.	3690	FRGENTILE ADRIEN		Homme	M1H	426	0:23:54	0:47:29	1:00:07	1:12:16	1:42:18
4411.	4479	FRROONEY SEAN		Homme	SEH	2037	0:24:37	0:48:21	1:00:44	1:12:36	1:42:18
4412.	2974	FRTHOMAS SIMON		Homme	SEH	2038	0:25:04	0:48:48	1:01:20	1:13:14	1:42:18
4413.	10709	FRPEREZ MANON	ASA MAISONS-ALFORT	Femme	SEF	324	0:24:37	0:48:25	1:00:53	1:12:54	1:42:19
4414.	5541	FRMARTINET QUENTIN		Homme	ESH	109	0:24:33	0:48:24	1:01:02	1:13:09	1:42:19
4415.	5734	FRDE VILLEQUIER GAËTAN		Homme	SEH	2039	0:25:02	0:49:13	1:01:35	1:13:22	1:42:19
4416.	8661	FRHERNANDEZ VALENTIN		Homme	SEH	2040	0:24:56	0:49:17	1:01:41	1:13:13	1:42:19
4417.	6805	FRBUCLEZ LUCAS		Homme	SEH	2041	0:24:16	0:47:24	0:59:48	1:11:40	1:42:19
4418.	6036	FRPULIERO RÉMY		Homme	M1H	427	0:25:24	0:49:23	1:02:05	1:14:06	1:42:19
4419.	3961	PLKRZYSZTOF PODZOBA		Homme	M2H	304	0:24:26	0:48:06	1:00:53	1:12:39	1:42:20
4420.	2044	FRVERGUIN JEAN		Homme	SEH	2042	0:23:47	0:47:01	0:59:22	1:10:49	1:42:20
4421.	6170	FRLOUBET JEAN		Homme	SEH	2043	0:25:23	0:49:39	1:02:19	1:14:20	1:42:20
4422.	5106	FRCAMPI ROMAIN		Homme	M0H	589	0:23:11	0:46:38	0:59:30	1:11:50	1:42:21
4423.	5989	FRMARION OSCAR		Homme	SEH	2044	0:24:38	0:48:02	1:00:25	1:12:12	1:42:21
4424.	5570	FRFOUCAMBERT FÉLIX		Homme	SEH	2045	0:26:04	0:50:20	1:02:57	1:14:37	1:42:21
4425.	7190	FRPRIOU FABIEN	ENTENTE ATHLETIQUE GENDARMERIE	Homme	M0H	590	0:24:25	0:48:01	1:00:39	1:12:31	1:42:22
4426.	1065	FRTALLON BERTRAND		Homme	M1H	428	0:24:49	0:48:56	1:01:39	1:14:03	1:42:22
4427.	3378	FRTRUBERT ALEXANDRE		Homme	SEH	2046	0:25:54	0:49:49	1:02:22	1:13:59	1:42:22
4428.	3006	FRCOURTOIS AMBROISE		Homme	SEH	2047	0:24:41	0:48:26	1:01:10	1:13:20	1:42:22
4429.	5212	FRSETTI GUILLAUME		Homme	ESH	110	0:26:17	0:50:17	1:02:56	1:14:15	1:42:22
4430.	6439	FRMONTI ÉRIC	ENTENTE ATHLETIQUE GENDARMERIE	Homme	M5H	46	0:24:24	0:48:02	1:00:40	1:12:31	1:42:23
4431.	5364	FRLUCAS GABIN		Homme	SEH	2048	0:25:00	0:48:06	1:00:18	1:12:01	1:42:23
4432.	7614	FRDE LA BASTIDE QUENTIN		Homme	JUH	17	0:25:26	0:49:18	1:01:45	1:13:39	1:42:23
4433.	9252	FRCOMOLE SONJA		Femme	M2F	30	0:24:31	0:48:26	1:01:02	1:13:06	1:42:24
4434.	8454	FRMENDES GABRIEL		Homme	ESH	111	0:24:28	0:48:07	1:00:43	1:12:30	1:42:24
4435.	2395	FRGOMBERT YOHAN		Homme	SEH	2049	0:26:47	0:49:21	1:01:16	1:12:57	1:42:24
4436.	7215	FRDUVAL HUGO		Homme	SEH	2050	0:24:58	0:48:59	1:01:33	1:13:35	1:42:25
4437.	8436	FRLE CALVE YOHANN		Homme	M1H	429	0:25:43	0:49:45	1:02:37	1:14:30	1:42:25
4438.	8433	FRHELLIER JEAN-MARIE		Homme	SEH	2051	0:25:43	0:49:45	1:02:37	1:14:30	1:42:25
4439.	10004	FRVERGNOL LAETITIA	RUNNING 92	Femme	M3F	21	0:25:23	0:49:20	1:02:00	1:13:54	1:42:26
4440.	1149	FRCENDRÉ PAUL		Homme	SEH	2052	0:25:39	0:49:44	1:02:24	1:14:29	1:42:26
4441.	2964	FRBERMANI LOUIS		Homme	SEH	2053	0:25:21	0:49:04	1:01:31	1:13:24	1:42:26
4442.	6764	FRQUIGNARD CORENTIN		Homme	SEH	2054	0:25:32	0:49:41	1:02:23	1:14:13	1:42:26
4443.	12236	FRDAGORNE CAPUCINE		Femme	SEF	325	0:24:40	0:48:40	1:01:14	1:13:00	1:42:26
4444.	2885	TNYAHYAOUI HASSEN		Homme	M0H	591	0:23:44	0:46:58	0:59:32	1:11:36	1:42:27
4445.	3244	FRADJOVI STAN		Homme	SEH	2055	0:24:20	0:48:14	1:00:58	1:12:55	1:42:27
4446.	1389	FRDAMINET LAURENT	UFIT ATHLETIC CLUB PUTEAUX	Homme	M2H	305	0:24:48	0:48:47	1:01:23	1:13:11	1:42:27
4447.	4675	FRLISSORGUES ALEXANDRE		Homme	SEH	2056	0:25:25	0:49:20	1:02:10	1:14:12	1:42:27
4448.	6399	FRRAGOUCY YANN		Homme	SEH	2057	0:25:15	0:49:36	1:02:20	1:14:21	1:42:27
4449.	2081	FRLESPERT ALEXIS		Homme	M0H	592	0:24:21	0:48:13	1:00:58	1:12:54	1:42:28
4450.	5029	FRKADOSCH MORDI		Homme	M2H	306	0:24:07	0:47:38	1:00:16	1:12:13	1:42:28
4451.	1356	FRFRAIOLI THOMAS		Homme	SEH	2058	0:24:07	0:47:58	1:00:39		1:42:28
4452.	8726	FRKAMINSKI ANTOINE		Homme	SEH	2059	0:24:59	0:48:28		1:12:49	1:42:28
4453.	8452	FRMENDES DANIEL		Homme	M2H	307	0:24:45	0:48:20	1:00:44	1:12:30	1:42:28
4454.	9183	FRDELERIS CLARA		Femme	SEF	326	0:24:16	0:47:41	1:00:25	1:12:34	1:42:28
4455.	8208	FRQUERE ANTOINE		Homme	SEH	2060	0:29:49	0:53:00	1:04:42	1:15:31	1:42:28
4456.	4117	FRRODENAS JULES		Homme	SEH	2061	0:25:20	0:49:22	1:02:03	1:13:56	1:42:29
4457.	2516	FRPARISSE ABEL		Homme	SEH	2062	0:24:52	0:48:43	1:01:19	1:13:17	1:42:29
4458.	2750	FRMIHARAN ARTHUR		Homme	SEH	2063	0:24:27	0:48:28	1:01:07	1:13:00	1:42:29
4459.	8888	FRPARMAST LESLIE		Femme	SEF	327	0:25:48	0:49:47	1:02:15	1:14:01	1:42:29
4460.	11279	FRPETITJEAN SANDRINE		Femme	M0F	64	0:24:22	0:47:20	0:59:41	1:11:48	1:42:30
4461.	9772	FRQUINTELA AURORE		Femme	SEF	328	0:25:32	0:48:27	1:00:54		1:42:30
4462.	12267	FRLEVAILLANT NOLWEN	UA VERSAILLES	Femme	SEF	329	0:24:20	0:47:50	1:00:17	1:12:06	1:42:31
4463.	3032	FRLEFEBVRE ANTONIN		Homme	SEH	2064	0:24:51	0:48:45	1:01:20	1:13:10	1:42:31
4464.	7254	FRCHEILLAN MAXENCE		Homme	SEH	2065	0:24:53	0:48:22	1:01:04	1:13:15	1:42:31
4465.	7132	FRPICARD LUC		Homme	M2H	308	0:25:17	0:49:15	1:01:38	1:13:28	1:42:31
4466.	829	FRHUSSON STEVEN		Homme	M0H	593	0:24:53	0:48:52	1:01:14	1:13:06	1:42:31
4467.	4995	FRMANAU JORDI		Homme	M1H	430	0:24:56	0:48:31	1:01:08	1:13:00	1:42:31
4468.	11260	FRCHOMIENNE LUCIE		Femme	SEF	330	0:24:42	0:48:39	1:01:18	1:13:12	1:42:31
4469.	5096	FRFURNON VINCENT		Homme	M4H	110	0:23:56	0:47:17	0:59:44	1:11:46	1:42:32
4470.	2358	FRWOLF SÉBASTIEN		Homme	M2H	309	0:25:38	0:49:30	1:02:11	1:13:59	1:42:32
4471.	319	FRVULLIEMIN JULES		Homme	SEH	2066	0:25:21	0:49:40	1:02:15	1:14:16	1:42:32
4472.	3217	FRICHER LOUIS		Homme	SEH	2067	0:24:56	0:49:20	1:02:03	1:13:59	1:42:33
4473.	1131	FRSORMET DAVID	RUNNING VINCENNES ASSOCIATION	Homme	M2H	310	0:25:07	0:48:58	1:01:41	1:13:34	1:42:33
4474.	8781	FRVIOLLIN PIERRE-MIKAËL		Homme	SEH	2068	0:25:30	0:49:23	1:01:45	1:13:35	1:42:33
4475.	10495	FRGIRARD LÉONIE		Femme	SEF	331	0:25:12	0:49:19	1:01:56	1:13:45	1:42:33
4476.	913	FRARKOUN OLIVIER		Homme	SEH	2069	0:24:01	0:47:27	0:59:45	1:11:34	1:42:34
4477.	5934	FRGUYOT JEROME		Homme	M2H	311	0:23:38	0:46:45	0:59:22	1:11:44	1:42:34
4478.	9009	COHERE CAMILLE		Femme	SEF	332	0:24:32	0:48:23	1:00:56	1:12:46	1:42:34
4479.	6799	FRPONCELET HUGO		Homme	ESH	112	0:23:36	0:46:52	0:59:46	1:12:00	1:42:35
4480.	3347	FRBAILET EMMANUEL		Homme	SEH	2070	0:23:29	0:47:03	0:59:48	1:12:10	1:42:35
4481.	1840	FRGOURDON XAVIER		Homme	M4H	111	0:24:13	0:47:28	1:01:04	1:13:36	1:42:35
4482.	9107	FRLANGLET AURÉLIE		Femme	M2F	31	0:24:08	0:48:04	1:00:49	1:12:59	1:42:36
4483.	292	FRLABAYEN JEAN	SAM PARIS 12	Homme	M5H	47	0:24:04	0:47:34		1:12:06	1:42:36
4484.	9278	DELINNERTZ CEPEDA XIMENA		Femme	ESF	9	0:25:44	0:49:18	1:01:48	1:13:47	1:42:36
4485.	9372	FRGODEY ALBANE		Femme	SEF	333	0:24:51	0:49:11	1:01:52	1:13:49	1:42:37
4486.	6189	FRLE MOIGNE CLEMENT		Homme	SEH	2071	0:25:26	0:49:04	1:01:55	1:13:57	1:42:37
4487.	7694	FRDA SOIS JULIEN		Homme	SEH	2072	0:25:16	0:49:32	1:02:29	1:14:27	1:42:37
4488.	4596	MATOUIBI MOHAMED YASSIR		Homme	SEH	2073	0:25:52	0:50:21	1:02:58	1:14:19	1:42:37
4489.	2994	FREMIN GRÉGOIRE		Homme	SEH	2074	0:25:03	0:48:56	1:01:16	1:12:56	1:42:38
4490.	8379	FRHIMBERT XAVIER		Homme	SEH	2075	0:26:17	0:50:28	1:02:48	1:14:35	1:42:38
4491.	6549	FRMASSART-CHIHAB ADAM		Homme	SEH	2076	0:26:51	0:51:07	1:03:36	1:15:11	1:42:38
4492.	2061	FRFRANCK OSSYAN		Homme	SEH	2077	0:24:44	0:48:31	1:01:03	1:13:02	1:42:39
4493.	7623	FRBRANCHEREAU MICHEL	S/L ES NANTERRE	Homme	M4H	112	0:24:52	0:48:28	1:00:59	1:12:57	1:42:39
4494.	5091	FRBATISTE AURÉLIEN		Homme	M2H	312	0:24:41	0:48:37	1:01:16	1:13:15	1:42:39
4495.	9134	FRMENEZES FERREIRA CAROLINA		Femme	SEF	334	0:25:04	0:48:50	1:01:26	1:13:18	1:42:39
4496.	2937	FRPARIS VALENTIN		Homme	SEH	2078	0:24:03	0:47:59	1:00:42	1:12:40	1:42:40
4497.	8834	FRDU THONG		Homme	M0H	594	0:25:42	0:49:04	1:01:46	1:13:48	1:42:40
4498.	7748	FRGOYHENECHE CHARLES		Homme	SEH	2079	0:24:09	0:47:53	1:00:23	1:12:17	1:42:41
4499.	5906	FRPOINTAUX MICHAEL	VS OZOIR LA FERRIERE	Homme	M2H	313	0:24:22	0:47:48	1:00:16	1:12:28	1:42:41
4500.	1209	FRPONTISSO CHARLES ANTHONY		Homme	M0H	595	0:24:38	0:48:28	1:01:11	1:13:10	1:42:42
4501.	11758	FRTALINA ELSA	PARIS SPORT CLUB	Femme	SEF	335	0:24:31	0:48:15	1:00:45	1:12:53	1:42:42
4502.	8675	FRLASSUS BENJAMIN		Homme	M0H	596	0:24:56	0:48:28	1:00:53	1:13:06	1:42:42
4503.	2096	FRMOLLO BRUNO		Homme	M3H	260	0:23:59	0:47:07	1:00:11	1:12:34	1:42:42
4504.	6226	FRBOUCHU JÉRÔME	THIAIS AC	Homme	M1H	431	0:24:50	0:48:35	1:01:18	1:13:19	1:42:42
4505.	9699	FRLONG VANESSA		Femme	M1F	30	0:24:53	0:48:52	1:01:31	1:13:28	1:42:43
4506.	10382	FRMARECHAL BÉNÉDICTE	RUN UP NANTERRE	Femme	M4F	8	0:23:48	0:46:49	0:59:21	1:11:26	1:42:43
4507.	11814	FRPARISOT EMMA		Femme	SEF	336	0:24:06	0:47:34	0:59:59	1:12:16	1:42:43
4508.	1406	FRMORISSON MAXIME		Homme	SEH	2080	0:24:18	0:48:04	1:00:43	1:12:51	1:42:43
4509.	2043	FRSAOULI OUSSAMA		Homme	SEH	2081	0:23:09	0:45:32	0:58:39	1:11:29	1:42:44
4510.	193	FRBREBION ALAIN		Homme	M0H	597	0:21:44	0:44:15		1:09:39	1:42:44
4511.	2380	MARRONNIER LÉO		Homme	SEH	2082	0:24:50	0:49:00	1:01:35	1:13:31	1:42:44
4512.	5258	FRHABRE CAMILLE		Homme	M0H	598	0:25:11	0:49:17	1:02:03	1:14:01	1:42:44
4513.	2824	FRLEGENDRE GUILLAUME		Homme	M2H	314	0:24:37	0:48:23	1:01:10	1:13:13	1:42:44
4514.	5932	PENOT FRANCK		Homme	M5H	48	0:24:11	0:47:23	0:59:55	1:12:12	1:42:45
4515.	9988	FRKRISSANE SOUAD		Femme	M2F	32	0:23:56	0:47:36		1:12:41	1:42:45
4516.	6302	FRDELABRE CORENTIN		Homme	SEH	2083	0:25:13	0:49:22			1:42:45
4517.	1871	FRGRIMAUD NICOLAS		Homme	SEH	2084	0:24:48	0:48:30	1:01:00	1:12:56	1:42:45
4518.	4022	FRBRACHET STANISLAS		Homme	M3H	261	0:23:33	0:46:08	0:58:14	1:09:49	1:42:46
4519.	1937	***** DOSSARD INCONNU					0:24:34	0:48:10	1:00:50	1:12:52	1:42:46
4520.	3934	FRDUVOUX REMI		Homme	SEH	2085	0:24:31	0:48:26	1:00:57	1:13:01	1:42:47
4521.	9649	FRBARRÉ MORGANE		Femme	SEF	337	0:24:25	0:48:04	1:00:42	1:12:43	1:42:48
4522.	9993	FRCHAPRON LAURA		Femme	SEF	338	0:23:39	0:47:18	1:00:00	1:12:24	1:42:48
4523.	8715	FRCOLIN ANTOINE		Homme	M0H	599	0:24:05	0:47:01	0:59:43	1:11:55	1:42:48
4524.	3532	FRPLED CHRISTOPHER		Homme	M0H	600	0:25:02	0:48:51	1:01:25	1:13:31	1:42:50
4525.	8467	FRBRIGOT ROMAIN		Homme	SEH	2086	0:24:28	0:47:57	1:00:43	1:12:51	1:42:51
4526.	5497	FRPENICHON MICKAËL		Homme	M0H	601	0:23:37	0:47:08	0:59:53	1:12:22	1:42:51
4527.	6760	FRREGNIER THEOPHILE		Homme	SEH	2087	0:25:17	0:49:09	1:01:51	1:13:40	1:42:51
4528.	2039	FRGEORGET ANTOINE		Homme	ESH	113	0:24:20	0:48:01	1:00:56	1:12:57	1:42:51
4529.	9815	FRLECHAUGUETTE EVE		Femme	SEF	339	0:24:04	0:47:58	1:00:49	1:13:04	1:42:52
4530.	6538	FRDEKEYSER JEAN-CHRISTOPHE		Homme	M3H	262	0:25:03	0:48:53	1:01:32	1:13:25	1:42:52
4531.	1833	FRLIZOT THOMAS		Homme	SEH	2088	0:23:49	0:47:23	1:00:00	1:12:14	1:42:53
4532.	2058	FRFEUILLIE JEAN FRANCOIS		Homme	M4H	113	0:24:19	0:47:47	1:00:35	1:12:40	1:42:53
4533.	3371	FRCAZEAUX HADRIEN		Homme	M0H	602	0:25:10	0:49:09			1:42:53
4534.	7874	FRNAVARRO ALEXANDRE		Homme	M2H	315	0:24:45	0:48:01	1:00:50	1:12:55	1:42:54
4535.	5605	FRDEMANGE DAVID		Homme	M1H	432	0:24:53	0:48:43	1:01:56	1:13:55	1:42:54
4536.	388	FRCHAFFIOTTE JULIEN		Homme	M2H	316	0:25:29	0:49:53	1:02:41	1:14:52	1:42:55
4537.	5656	FRCAMBOURNAC NICOLAS		Homme	M3H	263	0:23:47	0:46:52	0:58:55	1:10:48	1:42:56
4538.	10863	FRVANICAT ALICE		Femme	SEF	340	0:24:23	0:48:05	1:00:48	1:12:55	1:42:56
4539.	10106	FRPRIEUR ALICIA		Femme	SEF	341	0:24:44	0:48:32	1:01:09	1:13:20	1:42:56
4540.	3579	FRMIHALA DAVID		Homme	M3H	264	0:24:35	0:48:01	1:00:36	1:12:56	1:42:56
4541.	1870	FRHOUMEAU ALEXANDRE		Homme	SEH	2089	0:21:55	0:45:28	0:58:43	1:11:26	1:42:57
4542.	3603	FRPOUGET GUILLAUME		Homme	M0H	603	0:24:40	0:48:35	1:01:20	1:13:24	1:42:57
4543.	9059	FRPAILLOT DE MONTABERT CAMILLE		Femme	SEF	342	0:24:15	0:47:30	1:00:13	1:12:36	1:42:58
4544.	1872	LENFANT FLORIS		Homme	M0H	604	0:25:34	0:49:31	1:02:02	1:13:53	1:42:58
4545.	3148	FRROBERT SYLVAIN		Homme	M3H	265	0:24:52	0:49:06	1:01:53	1:13:55	1:42:58
4546.	6332	FRPIQUARD WILLIAM		Homme	M0H	605	0:24:26	0:48:10	1:00:39	1:12:36	1:42:58
4547.	6169	FRLAPERT LUDOVIC		Homme	M0H	606	0:24:24	0:48:10	1:00:39	1:12:35	1:42:58
4548.	8472	FRDAUBE VICTOR		Homme	SEH	2090	0:23:43	0:46:55	0:59:38	1:11:26	1:42:59
4549.	3618	FRGARCIA ANTHONY		Homme	M1H	433	0:23:48	0:46:43	0:58:51	1:10:32	1:42:59
4550.	5730	FRTYREL DE POIX TANGUY		Homme	SEH	2091	0:24:47	0:48:41	1:01:28	1:13:30	1:42:59
4551.	3801	***** DOSSARD INCONNU					0:24:26	0:47:56	1:00:09	1:12:04	1:43:00
4552.	6146	FRRABEAU JULIEN	ASC BNP PARIBAS PARIS	Homme	M2H	317	0:25:21	0:49:12	1:01:45	1:13:32	1:43:00
4553.	7531	FRHANAU MATTHIEU		Homme	SEH	2092	0:26:16	0:51:22		1:16:11	1:43:00
4554.	4224	FRABOUNAYAN JEAN-GABRIEL		Homme	M0H	607	0:23:55	0:48:00	1:01:11	1:13:34	1:43:00
4555.	8057	FRFRAYSSE ANTOINE		Homme	SEH	2093	0:23:31	0:47:19	1:00:05	1:12:47	1:43:01
4556.	1288	FRRASTOIN BENJAMIN		Homme	M3H	266	0:25:25	0:49:08	1:02:07	1:14:07	1:43:01
4557.	8311	FRJEANTET CLÉMENT		Homme	SEH	2094	0:26:04	0:50:15	1:03:09	1:15:11	1:43:01
4558.	4449	LATRECHE NABIL		Homme	M2H	318	0:24:51	0:48:46	1:01:30	1:13:38	1:43:02
4559.	10967	FRBRUEL GARANCE		Femme	SEF	343	0:24:06	0:47:31	1:00:21	1:12:25	1:43:02
4560.	3237	LUTHILL VICTOR		Homme	ESH	114	0:25:15	0:49:12	1:01:38	1:13:23	1:43:02
4561.	1195	FRAMRI MEHDI		Homme	SEH	2095	0:25:30	0:49:20	1:02:49	1:14:58	1:43:02
4562.	912	FRJAMME TANGUY		Homme	SEH	2096	0:25:07	0:49:09	1:01:56	1:13:46	1:43:02
4563.	2022	FRDE SAINT GERMAIN AXEL		Homme	M0H	608	0:24:04	0:47:27	1:00:07	1:12:14	1:43:03
4564.	6411	FRCHODEY GUY		Homme	M5H	49	0:24:03	0:48:10	1:01:04	1:13:34	1:43:04
4565.	662	FRSELMI WISSEM		Homme	M0H	609	0:24:39	0:48:19	1:00:56	1:13:03	1:43:04
4566.	8507	FRBATY ARMAND		Homme	SEH	2097	0:26:29	0:50:59	1:03:37	1:15:26	1:43:04
4567.	10987	FRPRELY HORTENSE		Femme	SEF	344	0:24:42	0:48:13	1:01:06	1:13:13	1:43:04
4568.	5100	FRSTEIN BENOIT	EA CERGY PONTOISE ATHLETISME *	Homme	M1H	434	0:25:02	0:48:40	1:01:14	1:13:14	1:43:04
4569.	4336	FRTESSIER LUC		Homme	M0H	610		0:49:12	1:01:54	1:13:54	1:43:05
4570.	956	FRFAVATIER AYMERIC		Homme	SEH	2098	0:27:08	0:50:49	1:03:33	1:15:12	1:43:05
4571.	10123	FRBEAUQUESNE CHARLOTTE		Femme	SEF	345	0:24:04	0:47:12	0:59:18	1:11:42	1:43:06
4572.	9368	FRLE GAUDU ANNE		Femme	SEF	346	0:24:57	0:49:01	1:01:29	1:13:31	1:43:06
4573.	12262	FRBRUNO KRISTEL		Femme	SEF	347	0:25:30	0:49:12	1:01:55	1:13:55	1:43:06
4574.	8523	FRLECONTE ANTHONY		Homme	SEH	2099	0:25:06	0:48:56	1:01:29	1:13:22	1:43:07
4575.	5877	FRPEUFFIER JEAN-CHARLES		Homme	M1H	435	0:23:58	0:46:59	0:59:00	1:10:36	1:43:07
4576.	3258	FRCOSTE OLIVIER		Homme	M0H	611	0:25:10	0:48:36	1:00:58	1:12:57	1:43:07
4577.	4218	FRGERLACHE OLIVIER	S/L PLM CONFLANS	Homme	M2H	319	0:25:24	0:49:36	1:02:11	1:14:08	1:43:08
4578.	9995	FRBARTHE JEANNE		Femme	SEF	348	0:25:23	0:49:37			1:43:08
4579.	8520	FRMAZAUD CHRISTOPHE		Homme	M0H	612	0:23:36	0:46:55	0:59:15	1:11:25	1:43:08
4580.	72	FRLOYER YANNIG		Homme	M2H	320	0:23:14	0:46:41	0:59:53	1:12:21	1:43:10
4581.	12483	FRLARTIGUE OCÉANE		Femme	SEF	349	0:24:50	0:48:47	1:01:27	1:13:33	1:43:10
4582.	1422	FRTINJUS PATRICK	LISSES AC	Homme	M5H	50	0:25:03	0:49:06	1:01:58	1:13:57	1:43:10
4583.	9897	FRPEDRO LÉONOR	AC CELLOIS	Femme	M1F	31	0:24:48	0:48:45	1:01:22	1:13:22	1:43:10
4584.	8490	LECOINTE THOMAS		Homme	M0H	613	0:24:22	0:48:02	1:00:41	1:12:42	1:43:11
4585.	2438	FRRADE ANTOINE		Homme	M1H	436	0:25:32	0:48:57	1:01:45	1:13:43	1:43:11
4586.	5415	CLAUDEL JULIEN	UA SOCIETE GENERALE	Homme	M1H	437	0:24:08	0:47:36	1:00:17	1:12:28	1:43:11
4587.	7352	FRPERDU LUCIEN		Homme	SEH	2100	0:25:34	0:49:48	1:02:39	1:14:30	1:43:11
4588.	896	FRARÇON KENY	US CRETEIL	Homme	M0H	614	0:23:03	0:45:50	0:58:39	1:11:01	1:43:12
4589.	5309	FRBRUNETON PATRICK		Homme	M2H	321	0:24:42	0:48:36	1:01:13	1:13:23	1:43:12
4590.	12392	DEJÖRG LISA-MARIE		Femme	ESF	10	0:24:01	0:47:36	1:00:28	1:12:51	1:43:12
4591.	376	FRGUEGAN JAMES	VINCENNES ATHLETIC	Homme	M3H	267	0:24:49	0:48:45	1:01:30	1:13:34	1:43:12
4592.	2467	FRGOURMELON ALEXANDRE		Homme	SEH	2101	0:24:47	0:48:27	1:00:56	1:12:54	1:43:12
4593.	8114	FRBARÉ SIMON		Homme	SEH	2102	0:23:50	0:47:45	1:00:30	1:13:16	1:43:12
4594.	1439	FRTEICHMAN SAMUEL		Homme	SEH	2103	0:24:04	0:47:33	1:00:13	1:12:35	1:43:13
4595.	10966	FRSAOULI ASMA	LE CLUB CAMPUS	Femme	M1F	32	0:24:38	0:48:18	1:00:56	1:13:06	1:43:14
4596.	2486	ESGÓRRIZ ALBERT		Homme	M2H	322	0:25:45	0:49:43	1:02:24	1:14:14	1:43:14
4597.	1203	FRPIGNON JONATHAN		Homme	SEH	2104	0:24:53	0:48:23	1:00:57	1:12:46	1:43:14
4598.	9934	FRMOTTAIS AMÉLIE		Femme	SEF	350	0:25:02	0:49:02	1:01:35	1:13:37	1:43:14
4599.	5116	FRQUEMENEUR YANN		Homme	M1H	438	0:26:12	0:51:16	1:03:44	1:15:17	1:43:15
4600.	3880	FRVERRÉ RONAN		Homme	SEH	2105	0:25:22	0:49:38	1:02:12	1:14:15	1:43:15
4601.	9910	FRMALLET CAMILLE		Femme	M2F	33	0:24:00	0:47:31	1:00:17	1:12:34	1:43:16
4602.	5586	FRRICART OLIVIER		Homme	M3H	268	0:25:13	0:49:16	1:01:51	1:13:51	1:43:16
4603.	8909	FRBRISEBOURG CHARLOTTE	S/L VAUREAL ATHLETISME	Femme	M0F	65	0:24:34	0:48:16	1:01:10	1:13:21	1:43:16
4604.	8898	IEMC BRIDE SARAH		Femme	SEF	351	0:25:14	0:49:12	1:01:53	1:13:55	1:43:17
4605.	244	FRCHASLE BAPTISTE		Homme	SEH	2106	0:23:48	0:47:20	0:59:52	1:11:58	1:43:18
4606.	369	FRCHOMBART DE LAUWE GONZAGUE		Homme	M3H	269	0:25:46	0:49:49	1:02:30	1:14:24	1:43:18
4607.	2397	FRMANDEVILLE RAPHAËL		Homme	SEH	2107	0:25:04	0:48:40	1:01:13	1:13:01	1:43:18
